symbol,name,exchange,is_etf,test_issue,yf_symbol,status
HRTX,"Heron Therapeutics, Inc.   - Common Stock",NASDAQ,N,N,HRTX,Active
HRZN,Horizon Technology Finance Corporation - Common Stock,NASDAQ,N,N,HRZN,Active
HSBC,"HSBC Holdings, plc. Common Stock",NYSE,N,N,HSBC,Active
HSCS,HeartSciences Inc. - Common Stock,NASDAQ,N,N,HSCS,Active
HSDT,Solana Company - Class A Common Stock,NASDAQ,N,N,HSDT,Active
HSHP,Himalaya Shipping Ltd. Common Shares,NYSE,N,N,HSHP,Active
HSIC,"Henry Schein, Inc. - Common Stock",NASDAQ,N,N,HSIC,Active
HSLV,Highlander Silver Corp. Common Shares,NYSE American,N,N,HSLV,Active
HST,"Host Hotels & Resorts, Inc. - Common Stock",NASDAQ,N,N,HST,Active
HSTM,"HealthStream, Inc. - Common Stock",NASDAQ,N,N,HSTM,Active
HSY,The Hershey Company Common Stock,NYSE,N,N,HSY,Active
HTB,"HomeTrust Bancshares, Inc. Common Stock",NYSE,N,N,HTB,Active
HTCO,High-Trend International Group - Class A Ordinary Shares,NASDAQ,N,N,HTCO,Active
HTCR,"Heartcore Enterprises, Inc. - Common Stock",NASDAQ,N,N,HTCR,Active
HTFL,"Heartflow, Inc. - Common Stock",NASDAQ,N,N,HTFL,Active
HTGC,"Hercules Capital, Inc. Common Stock",NYSE,N,N,HTGC,Active
HTH,Hilltop Holdings Inc.,NYSE,N,N,HTH,Active
HTLD,"Heartland Express, Inc. - Common Stock",NASDAQ,N,N,HTLD,Active
HTLM,HomesToLife Ltd - Ordinary Shares,NASDAQ,N,N,HTLM,Active
HTO,H2O America  - Common Stock,NASDAQ,N,N,HTO,Active
HTOO,Fusion Fuel Green PLC - Ordinary Shares,NASDAQ,N,N,HTOO,Active
HTZ,"Hertz Global Holdings, Inc - Common Stock",NASDAQ,N,N,HTZ,Active
HUBB,Hubbell Inc Common Stock,NYSE,N,N,HUBB,Active
HUBC,Hub Cyber Security Ltd. - Ordinary Shares,NASDAQ,N,N,HUBC,Active
HUBG,"Hub Group, Inc. - Class A Common Stock",NASDAQ,N,N,HUBG,Active
HUBS,"HubSpot, Inc. Common Stock",NYSE,N,N,HUBS,Active
HUDI,"Huadi International Group Co., Ltd. - Ordinary Shares",NASDAQ,N,N,HUDI,Active
HUHU,HUHUTECH International Group Inc. - Ordinary Shares,NASDAQ,N,N,HUHU,Active
HUM,Humana Inc. Common Stock,NYSE,N,N,HUM,Active
HUMA,"Humacyte, Inc. - Common Stock",NASDAQ,N,N,HUMA,Active
HUN,Huntsman Corporation Common Stock,NYSE,N,N,HUN,Active
HURA,"TuHURA Biosciences, Inc. - Common Stock",NASDAQ,N,N,HURA,Active
HURC,"Hurco Companies, Inc. - Common Stock",NASDAQ,N,N,HURC,Active
HURN,Huron Consulting Group Inc. - Common Stock,NASDAQ,N,N,HURN,Active
HUT,Hut 8 Corp. - Common Stock,NASDAQ,N,N,HUT,Active
HVII,Hennessy Capital Investment Corp. VII - Ordinary Shares,NASDAQ,N,N,HVII,Active
HVMC,Highview Merger Corp. - Class A Ordinary Share,NASDAQ,N,N,HVMC,Active
HVMCW,Highview Merger Corp. - Warrants,NASDAQ,N,N,HVMCW,Active
HVT,"Haverty Furniture Companies, Inc. Common Stock",NYSE,N,N,HVT,Active
HWBK,"Hawthorn Bancshares, Inc. - Common Stock",NASDAQ,N,N,HWBK,Active
HWC,Hancock Whitney Corporation - Common Stock,NASDAQ,N,N,HWC,Active
HWH,HWH International Inc. - Common Stock,NASDAQ,N,N,HWH,Active
HWKN,"Hawkins, Inc. - Common Stock",NASDAQ,N,N,HWKN,Active
HWM,Howmet Aerospace Inc. Common Stock,NYSE,N,N,HWM,Active
HXHX,Haoxin Holdings Limited - Class A Ordinary Shares,NASDAQ,N,N,HXHX,Active
HXL,Hexcel Corporation Common Stock,NYSE,N,N,HXL,Active
HY,"Hyster-Yale, Inc. Class A common stock",NYSE,N,N,HY,Active
HYFM,"Hydrofarm Holdings Group, Inc. - Common Stock",NASDAQ,N,N,HYFM,Active
HYFT,MindWalk Holdings Corp. - Common Stock,NASDAQ,N,N,HYFT,Active
HYLN,Hyliion Holdings Corp. Class A Common Stock,NYSE American,N,N,HYLN,Active
HYMC,Hycroft Mining Holding Corporation - Class A Common Stock,NASDAQ,N,N,HYMC,Active
HYNE,"Hoyne Bancorp, Inc. - Common Stock",NASDAQ,N,N,HYNE,Active
HYPD,"Hyperion DeFi, Inc. - Common Stock",NASDAQ,N,N,HYPD,Active
HYPR,"Hyperfine, Inc.  - Class A Common Stock",NASDAQ,N,N,HYPR,Active
HZO,"MarineMax, Inc.  (FL) Common Stock",NYSE,N,N,HZO,Active
IACO,Idea Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,IACO,Active
IACOW,Idea Acquisition Corp. - Warrants,NASDAQ,N,N,IACOW,Active
IACQ,Irenic Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,IACQ,Active
IACQW,Irenic Acquisition Corp. - Warrants,NASDAQ,N,N,IACQW,Active
IAG,Iamgold Corporation Ordinary Shares,NYSE,N,N,IAG,Active
IART,Integra LifeSciences Holdings Corporation - Common Stock,NASDAQ,N,N,IART,Active
IAUX,i-80 Gold Corp. Common Shares,NYSE American,N,N,IAUX,Active
IBAC,IB Acquisition Corp. - Common Stock,NASDAQ,N,N,IBAC,Active
IBCP,Independent Bank Corporation - Common Stock,NASDAQ,N,N,IBCP,Active
IBEX,IBEX Limited - Common Share,NASDAQ,N,N,IBEX,Active
IBG,Innovation Beverage Group Limited - Ordinary Shares,NASDAQ,N,N,IBG,Active
IBIO,"iBio, Inc. - Common Stock",NASDAQ,N,N,IBIO,Active
IBKR,"Interactive Brokers Group, Inc. - Class A Common Stock",NASDAQ,N,N,IBKR,Active
IBM,International Business Machines Corporation Common Stock,NYSE,N,N,IBM,Active
IBN,ICICI Bank Limited Common Stock,NYSE,N,N,IBN,Active
IBO,"Impact BioMedical, Inc. Common Stock",NYSE American,N,N,IBO,Active
IBOC,International Bancshares Corporation - Common Stock,NASDAQ,N,N,IBOC,Active
IBP,"Installed Building Products, Inc. Common Stock",NYSE,N,N,IBP,Active
IBRX,"ImmunityBio, Inc. - Common Stock",NASDAQ,N,N,IBRX,Active
IBTA,"Ibotta, Inc. Class A Common Stock",NYSE,N,N,IBTA,Active
ICCC,ImmuCell Corporation - Common Stock,NASDAQ,N,N,ICCC,Active
ICCM,IceCure Medical Ltd. - Ordinary Shares,NASDAQ,N,N,ICCM,Active
ICE,Intercontinental Exchange Inc. Common Stock,NYSE,N,N,ICE,Active
ICFI,"ICF International, Inc. - Common Stock",NASDAQ,N,N,ICFI,Active
ICHR,Ichor Holdings - Ordinary Shares,NASDAQ,N,N,ICHR,Active
ICL,ICL Group Ltd. Ordinary Shares,NYSE,N,N,ICL,Active
ICLR,ICON plc - Ordinary Shares,NASDAQ,N,N,ICLR,Active
ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",NASDAQ,N,N,ICMB,Active
ICON,Icon Energy Corp. - Common stock,NASDAQ,N,N,ICON,Active
ICU,SeaStar Medical Holding Corporation - Common Stock,NASDAQ,N,N,ICU,Active
ICUI,"ICU Medical, Inc. - Common Stock",NASDAQ,N,N,ICUI,Active
IDA,"IDACORP, Inc. Common Stock",NYSE,N,N,IDA,Active
IDAC,Iron Dome Acquisition I Corp. - Class A Ordinary Shares,NASDAQ,N,N,IDAC,Active
IDAI,T Stamp Inc. - Class A Common Stock,NASDAQ,N,N,IDAI,Active
IDCC,"InterDigital, Inc. - Common Stock",NASDAQ,N,N,IDCC,Active
IDN,"Intellicheck, Inc. - Common Stock",NASDAQ,N,N,IDN,Active
IDR,"Idaho Strategic Resources, Inc. Common Stock",NYSE American,N,N,IDR,Active
IDT,IDT Corporation Class B Common Stock,NYSE,N,N,IDT,Active
IDXX,"IDEXX Laboratories, Inc. - Common Stock",NASDAQ,N,N,IDXX,Active
IDYA,"IDEAYA Biosciences, Inc. - Common Stock",NASDAQ,N,N,IDYA,Active
IE,Ivanhoe Electric Inc. Common Stock,NYSE American,N,N,IE,Active
IEAG,Infinite Eagle Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,IEAG,Active
IESC,"IES Holdings, Inc. - Common Stock",NASDAQ,N,N,IESC,Active
IEX,IDEX Corporation Common Stock,NYSE,N,N,IEX,Active
IFBD,"Infobird Co., Ltd - Ordinary Shares",NASDAQ,N,N,IFBD,Active
IFF,"International Flavors & Fragrances, Inc. Common Stock",NYSE,N,N,IFF,Active
IFRX,InflaRx N.V. - Common Stock,NASDAQ,N,N,IFRX,Active
IFS,Intercorp Financial Services Inc. Common Shares,NYSE,N,N,IFS,Active
IGAC,Invest Green Acquisition Corporation - Class A Ordinary Shares,NASDAQ,N,N,IGAC,Active
IGC,"IGC Pharma, Inc. Common Stock",NYSE American,N,N,IGC,Active
IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,NYSE,N,N,IGI,Active
IGIC,International General Insurance Holdings Ltd. - Ordinary Shares,NASDAQ,N,N,IGIC,Active
IHRT,"iHeartMedia, Inc. - Class A Common Stock",NASDAQ,N,N,IHRT,Active
IHS,IHS Holding Limited Ordinary Shares,NYSE,N,N,IHS,Active
III,"Information Services Group, Inc. - Common Stock",NASDAQ,N,N,III,Active
IIIN,"Insteel Industries, Inc. Common Stock",NYSE,N,N,IIIN,Active
IIIV,"i3 Verticals, Inc. - Common Stock",NASDAQ,N,N,IIIV,Active
IIM,Invesco Value Municipal Income Trust Common Stock,NYSE,N,N,IIM,Active
IIPR,"Innovative Industrial Properties, Inc. Common Stock",NYSE,N,N,IIPR,Active
IKT,"Inhibikase Therapeutics, Inc. - Common Stock",NASDAQ,N,N,IKT,Active
ILAG,Intelligent Living Application Group Inc. - Ordinary Shares,NASDAQ,N,N,ILAG,Active
ILLR,Triller Group Inc. - Common Stock,NASDAQ,N,N,ILLR,Active
ILLU,Illumination Acquisition Corp I - Class A Ordinary Shares,NASDAQ,N,N,ILLU,Active
ILMN,"Illumina, Inc. - Common Stock",NASDAQ,N,N,ILMN,Active
IMA,"ImageneBio, Inc. - Common Stock",NASDAQ,N,N,IMA,Active
IMAX,Imax Corporation Common Stock,NYSE,N,N,IMAX,Active
IMCC,IM Cannabis Corp. - Common Shares,NASDAQ,N,N,IMCC,Active
IMDX,Insight Molecular Diagnostics Inc. - Common Stock,NASDAQ,N,N,IMDX,Active
IMKTA,"Ingles Markets, Incorporated - Class A Common Stock",NASDAQ,N,N,IMKTA,Active
IMMR,Immersion Corporation - Common Stock,NASDAQ,N,N,IMMR,Active
IMMX,"Immix Biopharma, Inc. - Common Stock",NASDAQ,N,N,IMMX,Active
IMNM,"Immunome, Inc. - Common Stock",NASDAQ,N,N,IMNM,Active
IMNN,"Imunon, Inc. - Common Stock",NASDAQ,N,N,IMNN,Active
IMO,Imperial Oil Limited Common Stock,NYSE American,N,N,IMO,Active
IMPP,Imperial Petroleum Inc. - Common Shares,NASDAQ,N,N,IMPP,Active
IMRX,Immuneering Corporation - Class A Common Stock,NASDAQ,N,N,IMRX,Active
IMSR,Terrestrial Energy Inc. - Common Stock,NASDAQ,N,N,IMSR,Active
IMTE,Integrated Media Technology Limited - Ordinary Shares,NASDAQ,N,N,IMTE,Active
IMTX,Immatics N.V. - Ordinary Shares,NASDAQ,N,N,IMTX,Active
IMUX,"Immunic, Inc.  - Common Stock",NASDAQ,N,N,IMUX,Active
IMVT,"Immunovant, Inc.  - Common Stock",NASDAQ,N,N,IMVT,Active
IMXI,"International Money Express, Inc. - Common Stock",NASDAQ,N,N,IMXI,Active
INAB,"IN8bio, Inc. - Common Stock",NASDAQ,N,N,INAB,Active
INAC,Indigo Acquisition Corp. - Ordinary Shares,NASDAQ,N,N,INAC,Active
INBK,First Internet Bancorp - Common Stock,NASDAQ,N,N,INBK,Active
INBS,Intelligent Bio Solutions Inc.  - Common Stock,NASDAQ,N,N,INBS,Active
INBX,"Inhibrx Biosciences, Inc. - Common Stock",NASDAQ,N,N,INBX,Active
INCR,Intercure Ltd. - ordinary shares,NASDAQ,N,N,INCR,Active
INCY,Incyte Corporation - Common Stock,NASDAQ,N,N,INCY,Active
INDB,Independent Bank Corp. - Common Stock,NASDAQ,N,N,INDB,Active
INDI,"indie Semiconductor, Inc. - Class A Common Stock",NASDAQ,N,N,INDI,Active
INDO,Indonesia Energy Corporation Limited Ordinary Shares,NYSE American,N,N,INDO,Active
INDP,"Indaptus Therapeutics, Inc. - Common Stock",NASDAQ,N,N,INDP,Active
INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",NASDAQ,N,N,INDV,Active
INEO,INNEOVA Holdings Limited - Class A Ordinary Shares,NASDAQ,N,N,INEO,Active
INFQ,"Infleqtion, Inc. Common Stock",NYSE,N,N,INFQ,Active
INFU,"InfuSystems Holdings, Inc. Common Stock",NYSE American,N,N,INFU,Active
ING,"ING Group, N.V. Common Stock",NYSE,N,N,ING,Active
INGM,Ingram Micro Holding Corporation Common Stock,NYSE,N,N,INGM,Active
INGN,"Inogen, Inc - Common Stock",NASDAQ,N,N,INGN,Active
INGR,Ingredion Incorporated Common Stock,NYSE,N,N,INGR,Active
INHD,Inno Holdings Inc. - Common Stock,NASDAQ,N,N,INHD,Active
INIO,INNIO N.V. - Ordinary Shares,NASDAQ,N,N,INIO,Active
INKT,"MiNK Therapeutics, Inc. - Common Stock",NASDAQ,N,N,INKT,Active
INLF,INLIF LIMITED - Class A Ordinary shares,NASDAQ,N,N,INLF,Active
INLX,"Intellinetics, Inc. Common Stock",NYSE American,N,N,INLX,Active
INM,InMed Pharmaceuticals Inc. - Common Shares,NASDAQ,N,N,INM,Active
INMB,INmune Bio Inc. - Common stock,NASDAQ,N,N,INMB,Active
INMD,InMode Ltd.  - Ordinary Shares,NASDAQ,N,N,INMD,Active
INN,"Summit Hotel Properties, Inc. Common Stock",NYSE,N,N,INN,Active
INNV,InnovAge Holding Corp. - Common Stock,NASDAQ,N,N,INNV,Active
INO,"Inovio Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,INO,Active
INOD,Innodata Inc. - Common Stock,NASDAQ,N,N,INOD,Active
INR,"Infinity Natural Resources, Inc. Class A Common Stock",NYSE,N,N,INR,Active
INSE,"Inspired Entertainment, Inc. - Common Stock",NASDAQ,N,N,INSE,Active
INSG,Inseego Corp. - Common Stock,NASDAQ,N,N,INSG,Active
INSM,Insmed Incorporated - Common Stock,NASDAQ,N,N,INSM,Active
INSP,"Inspire Medical Systems, Inc. Common Stock",NYSE,N,N,INSP,Active
INSW,"International Seaways, Inc. Common Stock ",NYSE,N,N,INSW,Active
INTA,"Intapp, Inc. - Common Stock",NASDAQ,N,N,INTA,Active
INTC,Intel Corporation - Common Stock,NASDAQ,N,N,INTC,Active
INTG,The Intergroup Corporation - Common Stock,NASDAQ,N,N,INTG,Active
INTJ,Intelligent Group Limited - Class A Ordinary Shares,NASDAQ,N,N,INTJ,Active
INTR,Inter & Co. Inc. - Class A Common Shares,NASDAQ,N,N,INTR,Active
INTS,"Intensity Therapeutics, Inc. - Common Stock",NASDAQ,N,N,INTS,Active
INTT,inTest Corporation Common Stock,NYSE American,N,N,INTT,Active
INTU,Intuit Inc. - Common Stock,NASDAQ,N,N,INTU,Active
INTZ,Intrusion Inc. - Common Stock,NASDAQ,N,N,INTZ,Active
INUV,"Inuvo, Inc.",NYSE American,N,N,INUV,Active
INV,"Innventure, Inc. - Common Stock",NASDAQ,N,N,INV,Active
INVA,"Innoviva, Inc. - Common Stock",NASDAQ,N,N,INVA,Active
INVE,"Identiv, Inc. - Common Stock",NASDAQ,N,N,INVE,Active
INVH,Invitation Homes Inc. Common Stock,NYSE,N,N,INVH,Active
INVX,"Innovex International, Inc. Common Stock",NYSE,N,N,INVX,Active
INVZ,Innoviz Technologies Ltd. - Ordinary shares,NASDAQ,N,N,INVZ,Active
IONQ,"IonQ, Inc. Common Stock",NYSE,N,N,IONQ,Active
IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,IONS,Active
IOR,"Income Opportunity Realty Investors, Inc. Common Stock",NYSE American,N,N,IOR,Active
IOSP,Innospec Inc. - Common Stock,NASDAQ,N,N,IOSP,Active
IOT,Samsara Inc. Class A Common Stock,NYSE,N,N,IOT,Active
IOTR,iOThree Limited - Ordinary Shares,NASDAQ,N,N,IOTR,Active
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",NASDAQ,N,N,IOVA,Active
IP,International Paper Company Common Stock,NYSE,N,N,IP,Active
IPAR,"Interparfums, Inc. - Common Stock",NASDAQ,N,N,IPAR,Active
IPCX,Inflection Point Acquisition Corp. III - Class A ordinary shares,NASDAQ,N,N,IPCX,Active
IPDN,"Professional Diversity Network, Inc. - Common Stock",NASDAQ,N,N,IPDN,Active
IPEX,Inflection Point Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,IPEX,Active
IPFX,Inflection Point Acquisition Corp. VI - Class A Ordinary Shares,NASDAQ,N,N,IPFX,Active
IPGP,IPG Photonics Corporation - Common Stock,NASDAQ,N,N,IPGP,Active
IPI,"Intrepid Potash, Inc Common Stock",NYSE,N,N,IPI,Active
IPM,Intelligent Protection Management Corp.  - Common Stock,NASDAQ,N,N,IPM,Active
IPSC,"Century Therapeutics, Inc. - Common Stock",NASDAQ,N,N,IPSC,Active
IPST,"IP Strategy Holdings, Inc. - Common Stock",NASDAQ,N,N,IPST,Active
IPW,iPower Inc. - Common Stock,NASDAQ,N,N,IPW,Active
IPWR,Ideal Power Inc. - Common Stock,NASDAQ,N,N,IPWR,Active
IQI,Invesco Quality Municipal Income Trust Common Stock,NYSE,N,N,IQI,Active
IQST,iQSTEL Inc. - Common Stock,NASDAQ,N,N,IQST,Active
IQV,"IQVIA Holdings, Inc. Common Stock",NYSE,N,N,IQV,Active
IR,Ingersoll Rand Inc. Common Stock,NYSE,N,N,IR,Active
IRAB,Iris Acquisition Corp II Class A Ordinary Shares,NYSE,N,N,IRAB,Active
IRD,"Opus Genetics, Inc. - Common Stock",NASDAQ,N,N,IRD,Active
IRDM,Iridium Communications Inc - Common Stock,NASDAQ,N,N,IRDM,Active
IREN,IREN Limited - Ordinary Shares,NASDAQ,N,N,IREN,Active
IRHO,Iron Horse Acquisitions II Corp. - Common Stock,NASDAQ,N,N,IRHO,Active
IRIX,IRIDEX Corporation - Common Stock,NASDAQ,N,N,IRIX,Active
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,NYSE,N,N,IRM,Active
IRMD,iRadimed Corporation - Common Stock,NASDAQ,N,N,IRMD,Active
IRON,"Disc Medicine, Inc. - Common Stock",NASDAQ,N,N,IRON,Active
IRT,"Independence Realty Trust, Inc. Common Stock",NYSE,N,N,IRT,Active
IRTC,"iRhythm Holdings, Inc.  - Common Stock",NASDAQ,N,N,IRTC,Active
IRWD,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,N,N,IRWD,Active
ISBA,Isabella Bank Corporation - Common stock,NASDAQ,N,N,ISBA,Active
ISOU,IsoEnergy Ltd. Common Shares,NYSE American,N,N,ISOU,Active
ISPC,iSpecimen Inc. - Common Stock,NASDAQ,N,N,ISPC,Active
ISPR,Ispire Technology Inc. - Common Stock,NASDAQ,N,N,ISPR,Active
ISRG,"Intuitive Surgical, Inc. - Common Stock",NASDAQ,N,N,ISRG,Active
ISSC,"Innovative Solutions and Support, Inc. - Common Stock",NASDAQ,N,N,ISSC,Active
ISTR,Investar Holding Corporation - Common Stock,NASDAQ,N,N,ISTR,Active
IT,"Gartner, Inc. Common Stock",NYSE,N,N,IT,Active
ITG,"ITG, Inc. - Class A Common Stock",NASDAQ,N,N,ITG,Active
ITGR,Integer Holdings Corporation Common Stock,NYSE,N,N,ITGR,Active
ITHA,ITHAX Acquisition Corp III - Class A Ordinary Shares,NASDAQ,N,N,ITHA,Active
ITHAW,ITHAX Acquisition Corp III - Warrants,NASDAQ,N,N,ITHAW,Active
ITIC,Investors Title Company - Common Stock,NASDAQ,N,N,ITIC,Active
ITOC,iTonic Holdings Ltd - Class A Ordinary Shares,NASDAQ,N,N,ITOC,Active
ITP,"IT Tech Packaging, Inc. Common Stock",NYSE American,N,N,ITP,Active
ITRG,Integra Resources Corp. Common Shares,NYSE American,N,N,ITRG,Active
ITRI,"Itron, Inc. - Common Stock",NASDAQ,N,N,ITRI,Active
ITRN,Ituran Location and Control Ltd. - Ordinary Shares,NASDAQ,N,N,ITRN,Active
ITT,ITT Inc. Common Stock ,NYSE,N,N,ITT,Active
ITW,Illinois Tool Works Inc. Common Stock,NYSE,N,N,ITW,Active
IVA,Inventiva S.A. - American Depository Shares,NASDAQ,N,N,IVA,Active
IVDA,"Iveda Solutions, Inc. - Common Stock",NASDAQ,N,N,IVDA,Active
IVF,"INVO Fertility, Inc. - Common Stock",NASDAQ,N,N,IVF,Active
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,NYSE,N,N,IVR,Active
IVT,InvenTrust Properties Corp. Common Stock,NYSE,N,N,IVT,Active
IVVD,"Invivyd, Inc. - Common Stock",NASDAQ,N,N,IVVD,Active
IVZ,Invesco Ltd Common Stock,NYSE,N,N,IVZ,Active
IXHL,Incannex Healthcare Inc. - Common Stock,NASDAQ,N,N,IXHL,Active
IZEA,"IZEA Worldwide, Inc. - Common Stock",NASDAQ,N,N,IZEA,Active
IZM,ICZOOM Group Inc. - Class A Ordinary Shares,NASDAQ,N,N,IZM,Active
J,Jacobs Solutions Inc. Common Stock,NYSE,N,N,J,Active
JACK,Jack In The Box Inc. - Common Stock,NASDAQ,N,N,JACK,Active
JACS,Jackson Acquisition Company II Class A Ordinary Shares,NYSE,N,N,JACS,Active
JAGU,Jaguar Uranium Corp. Class A Common Shares,NYSE American,N,N,JAGU,Active
JAGX,"Jaguar Health, Inc. - Common Stock",NASDAQ,N,N,JAGX,Active
JAKK,"JAKKS Pacific, Inc. - Common Stock",NASDAQ,N,N,JAKK,Active
JAN,"Janus Living, Inc. Class A-1 Common Stock",NYSE,N,N,JAN,Active
JANX,"Janux Therapeutics, Inc. - Common Stock",NASDAQ,N,N,JANX,Active
JATT,JATT II Acquisition Corp - Ordinary Shares,NASDAQ,N,N,JATT,Active
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,NASDAQ,N,N,JAZZ,Active
JBDI,JBDI Holdings Limited - Ordinary Shares,NASDAQ,N,N,JBDI,Active
JBGS,JBG SMITH Properties Common Shares ,NYSE,N,N,JBGS,Active
JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",NASDAQ,N,N,JBHT,Active
JBI,"Janus International Group, Inc. Common Stock",NYSE,N,N,JBI,Active
JBIO,"Jade Biosciences, Inc. - Common Stock",NASDAQ,N,N,JBIO,Active
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,NYSE,N,N,JBK,Active
JBL,Jabil Inc. Common Stock,NYSE,N,N,JBL,Active
JBLU,JetBlue Airways Corporation - Common Stock,NASDAQ,N,N,JBLU,Active
JBS,JBS N.V. Class A Common Shares,NYSE,N,N,JBS,Active
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",NASDAQ,N,N,JBSS,Active
JBTM,JBT Marel Corporation Common Stock,NYSE,N,N,JBTM,Active
JCAP,"Jefferson Capital, Inc. - Common Stock",NASDAQ,N,N,JCAP,Active
JCI,Johnson Controls International plc Ordinary Share,NYSE,N,N,JCI,Active
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,NASDAQ,N,N,JCSE,Active
JCTC,Jewett-Cameron Trading Company - Common Shares,NASDAQ,N,N,JCTC,Active
JDZG,JIADE LIMITED - Class A Ordinary Shares,NASDAQ,N,N,JDZG,Active
JEF,Jefferies Financial Group Inc. Common Stock,NYSE,N,N,JEF,Active
JELD,"JELD-WEN Holding, Inc. Common Stock",NYSE,N,N,JELD,Active
JEM,707 Cayman Holdings Limited - Ordinary Shares,NASDAQ,N,N,JEM,Active
JENA,Jena Acquisition Corporation II Class A Ordinary Shares,NYSE,N,N,JENA,Active
JFB,JFB Construction Holdings - Class A Common Stock,NASDAQ,N,N,JFB,Active
JHI,John Hancock Investors Trust Common Stock,NYSE,N,N,JHI,Active
JHS,John Hancock Income Securities Trust Common Stock,NYSE,N,N,JHS,Active
JHX,James Hardie Industries plc. Ordinary Shares,NYSE,N,N,JHX,Active
JILL,"J. Jill, Inc. Common Stock",NYSE,N,N,JILL,Active
JJSF,J & J Snack Foods Corp. - Common Stock,NASDAQ,N,N,JJSF,Active
JKHY,"Jack Henry & Associates, Inc. - Common Stock",NASDAQ,N,N,JKHY,Active
JL,J-Long Group Limited - Class A Ordinary Shares,NASDAQ,N,N,JL,Active
JLHL,Julong Holding Limited - Class A Ordinary Shares,NASDAQ,N,N,JLHL,Active
JLL,Jones Lang LaSalle Incorporated Common Stock,NYSE,N,N,JLL,Active
JMSB,"John Marshall Bancorp, Inc. - Common Stock",NASDAQ,N,N,JMSB,Active
JNJ,Johnson & Johnson Common Stock,NYSE,N,N,JNJ,Active
JOB,GEE Group Inc. Common Stock,NYSE American,N,N,JOB,Active
JOBY,"Joby Aviation, Inc. Common Stock",NYSE,N,N,JOBY,Active
JOE,St. Joe Company (The) Common Stock,NYSE,N,N,JOE,Active
JOUT,Johnson Outdoors Inc. - Class A Common Stock,NASDAQ,N,N,JOUT,Active
JPM,JP Morgan Chase & Co. Common Stock,NYSE,N,N,JPM,Active
JRSH,"Jerash Holdings (US), Inc. - Common Stock",NASDAQ,N,N,JRSH,Active
JRVR,"James River Group Holdings, Inc. - Common Stock",NASDAQ,N,N,JRVR,Active
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",NASDAQ,N,N,JSPR,Active
JTAI,Jet.AI Inc. - Common Stock,NASDAQ,N,N,JTAI,Active
JUNS,"Jupiter Neurosciences, Inc. - Common Stock",NASDAQ,N,N,JUNS,Active
JVA,"Coffee Holding Co., Inc. - Common Stock",NASDAQ,N,N,JVA,Active
JWEL,Jowell Global Ltd. - Ordinary Shares,NASDAQ,N,N,JWEL,Active
JXG,JX Luxventure Group Inc. - Common Stock,NASDAQ,N,N,JXG,Active
JXN,Jackson Financial Inc. Class A Common Stock ,NYSE,N,N,JXN,Active
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,NASDAQ,N,N,JYD,Active
JYNT,The Joint Corp. - Common Stock,NASDAQ,N,N,JYNT,Active
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",NASDAQ,N,N,JZXN,Active
KAI,Kadant Inc Common Stock,NYSE,N,N,KAI,Active
KALA,"KALA BIO, Inc. - Common Stock",NASDAQ,N,N,KALA,Active
KALU,Kaiser Aluminum Corporation - Common Stock,NASDAQ,N,N,KALU,Active
KAPA,"Kairos Pharma, Ltd. Common Stock",NYSE American,N,N,KAPA,Active
KARD,"Kardigan, Inc. - Common Stock",NASDAQ,N,N,KARD,Active
KARO,Karooooo Ltd. - Ordinary shares,NASDAQ,N,N,KARO,Active
KAZR,Skyline Builders Group Holding Limited - Class A Ordinary Shares,NASDAQ,N,N,KAZR,Active
KB,KB Financial Group Inc,NYSE,N,N,KB,Active
KBDC,"Kayne Anderson BDC, Inc. Common Stock",NYSE,N,N,KBDC,Active
KBH,KB Home Common Stock,NYSE,N,N,KBH,Active
KBON,Karbon Capital Partners Corp. - Class A Ordinary Shares,NASDAQ,N,N,KBON,Active
KBR,"KBR, Inc. Common Stock",NYSE,N,N,KBR,Active
KBSX,FST Corp. - Ordinary Shares,NASDAQ,N,N,KBSX,Active
KCHV,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,KCHV,Active
